                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.5379,                0.85066,                 0.8267,                0.81628,                0.79292,                0.79175,                0.41839,                 1.6386,                0.92293,                0.88801,              0.0011224,              0.0011224,              0.0011224
                     36,                 1.5262,                0.82491,                0.82297,                0.71652,                0.74306,                0.64837,                0.35134,                 1.6577,                 1.6854,                0.88823,              0.0011059,              0.0011059,              0.0011059
                     37,                 1.5884,                0.84535,                0.84884,                0.75777,                0.75427,                0.69966,                0.38881,                  1.543,                 1.3446,                0.88921,              0.0010894,              0.0010894,              0.0010894
                     38,                 1.5226,                0.87464,                0.83888,                0.67262,                0.80245,                0.64571,                0.36429,                 1.5297,                 2.6968,                0.87936,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.4818,                0.80387,                0.83762,                 0.7043,                0.77091,                0.69416,                 0.3954,                 1.4785,                 1.1616,                0.87689,              0.0010564,              0.0010564,              0.0010564
                     40,                 1.4341,                0.78027,                0.83383,                0.98142,                0.75679,                0.86513,                0.45321,                 1.6618,                0.85185,                0.88779,              0.0010399,              0.0010399,              0.0010399
                     41,                 1.3972,                0.78263,                 0.8186,                0.93116,                0.74564,                0.84978,                0.41082,                 1.7591,                0.85401,                0.89186,              0.0010234,              0.0010234,              0.0010234
                     42,                 1.4596,                0.75917,                0.80412,                 0.9353,                0.80858,                0.86553,                0.44345,                 1.6415,                0.82144,                0.88492,              0.0010069,              0.0010069,              0.0010069
                     43,                 1.4088,                0.72762,                0.81763,                0.96424,                0.81986,                0.90459,                0.53144,                 1.4237,                0.72518,                 0.8827,             0.00099036,             0.00099036,             0.00099036
                     44,                 1.4052,                0.69379,                0.82848,                0.91485,                0.80705,                0.88194,                0.51944,                 1.4163,                0.73031,                0.86827,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.3375,                0.75719,                0.82946,                0.93827,                0.79308,                 0.8878,                0.49897,                 1.4851,                0.75066,                0.87736,             0.00095736,             0.00095736,             0.00095736
                     46,                 1.3987,                0.76182,                  0.827,                0.86995,                0.76498,                0.83888,                0.41159,                 1.7382,                0.81136,                0.90315,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.3431,                0.71632,                0.82457,                 0.9002,                0.80595,                0.86489,                0.47538,                 1.5278,                0.73584,                0.87938,             0.00092435,             0.00092435,             0.00092435
                     48,                 1.3908,                0.70008,                0.81805,                0.92757,                0.82076,                0.88772,                0.50827,                 1.4667,                0.71179,                0.87766,             0.00090785,             0.00090785,             0.00090785
                     49,                  1.367,                0.72071,                0.82494,                0.85106,                0.84086,                0.78527,                0.44269,                 1.5129,                 1.0256,                 0.8788,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.4518,                0.76063,                0.82211,                 0.7512,                 0.7982,                0.75178,                0.43591,                 1.4533,                 0.8268,                0.87055,             0.00087484,             0.00087484,             0.00087484
                     51,                 1.4014,                0.70299,                0.81769,                0.90598,                0.80949,                0.88434,                0.44163,                 1.6492,                 0.7563,                0.88227,             0.00085834,             0.00085834,             0.00085834
                     52,                  1.306,                0.69249,                0.81471,                 0.8964,                0.82604,                0.89709,                  0.504,                 1.4517,                0.68784,                0.86177,             0.00084184,             0.00084184,             0.00084184
                     53,                 1.3683,                0.67831,                0.82706,                0.94917,                0.79995,                0.90859,                  0.469,                  1.687,                0.74349,                0.88817,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.2816,                0.64657,                0.82164,                0.97235,                0.82404,                0.90308,                0.47114,                 1.6151,                0.68059,                0.87913,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.2802,                0.66184,                0.81585,                0.94356,                0.83223,                0.88577,                 0.5304,                 1.3902,                0.67258,                0.87035,             0.00079233,             0.00079233,             0.00079233
                     56,                 1.3215,                 0.6798,                0.81787,                0.94111,                 0.8007,                0.88141,                0.49097,                 1.5324,                0.72349,                 0.8816,             0.00077582,             0.00077582,             0.00077582
                     57,                 1.2966,                0.64734,                0.81707,                0.96545,                0.74392,                0.86542,                0.49468,                 1.5745,                0.74643,                 0.8831,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.2497,                0.65556,                0.80315,                0.96491,                 0.8272,                0.89923,                0.52303,                 1.4634,                  0.666,                0.87073,             0.00074282,             0.00074282,             0.00074282
                     59,                 1.2229,                0.60998,                0.81098,                 0.9628,                0.83513,                 0.9175,                0.56599,                 1.2974,                0.66135,                0.85918,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.1979,                0.62717,                0.81967,                0.95092,                  0.823,                 0.8897,                0.54551,                 1.4081,                0.66774,                0.86915,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.2318,                0.62286,                0.80764,                0.96513,                0.81826,                0.88533,                0.47401,                 1.6103,                0.71463,                0.88407,             0.00069331,             0.00069331,             0.00069331
                     62,                 1.2917,                0.63669,                0.81153,                0.95217,                 0.8007,                0.86847,                0.42803,                 1.7238,                0.76783,                0.89599,              0.0006768,              0.0006768,              0.0006768
                     63,                 1.2174,                0.60928,                0.81578,                0.92475,                 0.8211,                0.87436,                0.45949,                 1.5909,                0.69272,                0.88437,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.2443,                0.64867,                0.81335,                0.96073,                0.78937,                0.89534,                0.52027,                  1.512,                0.69105,                0.88394,              0.0006438,              0.0006438,              0.0006438
                     65,                 1.2074,                0.57143,                0.80613,                 0.9636,                0.79861,                0.89768,                0.51036,                 1.4569,                0.70444,                0.87233,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.1918,                0.60426,                0.79672,                0.94425,                0.81602,                0.88757,                0.50538,                 1.5095,                0.65811,                0.87656,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.1694,                0.60466,                0.81767,                0.95149,                0.83382,                0.89741,                0.51529,                 1.5388,                0.67255,                0.88318,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.2124,                0.58171,                0.80524,                0.95765,                0.78272,                0.89299,                0.48706,                 1.5245,                0.69377,                0.87747,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.1533,                 0.5768,                0.80038,                0.95263,                0.80871,                0.90614,                0.51632,                 1.4662,                0.67182,                0.86803,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.1707,                0.56856,                0.80109,                0.94989,                  0.821,                0.90317,                0.52416,                 1.4726,                0.68869,                 0.8728,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.1681,                0.58807,                0.81002,                0.97456,                0.79378,                0.90446,                0.55903,                 1.4097,                0.66085,                0.86392,             0.00052827,             0.00052827,             0.00052827
                     72,                 1.1728,                 0.5739,                0.80071,                0.92979,                0.82475,                0.90309,                0.55854,                  1.395,                0.64215,                 0.8658,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.1671,                0.57649,                0.79228,                0.88486,                0.82509,                0.88393,                 0.4846,                  1.576,                0.66494,                0.88032,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.1323,                0.55066,                0.80234,                0.94791,                0.82066,                0.89631,                0.49709,                 1.5546,                0.65784,                0.87528,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.1088,                0.56757,                0.80038,                0.91113,                0.84363,                0.90479,                 0.5061,                  1.437,                0.63042,                0.86565,             0.00046226,             0.00046226,             0.00046226
                     76,                 1.1583,                0.56844,                0.80385,                0.95695,                 0.8169,                0.90578,                0.52651,                 1.4575,                0.63859,                0.86847,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.0972,                  0.553,                0.80756,                0.96629,                0.81764,                 0.9152,                0.54085,                 1.4821,                0.68145,                0.86484,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.1256,                0.56088,                0.80292,                0.98853,                0.81058,                0.92725,                0.54111,                 1.4647,                0.63891,                0.86594,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.1186,                 0.5673,                0.80152,                0.91991,                0.86574,                0.91369,                0.51634,                 1.4614,                0.61232,                0.86987,             0.00039625,             0.00039625,             0.00039625
                     80,                 1.1472,                0.56358,                0.80417,                0.93345,                 0.8475,                0.90824,                0.53802,                 1.4651,                0.59579,                0.86634,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.1074,                0.52208,                0.80067,                0.93919,                 0.8314,                0.91346,                0.53305,                 1.4044,                0.60419,                0.86598,             0.00036324,             0.00036324,             0.00036324
                     82,                 1.0625,                0.53417,                0.80533,                0.93363,                0.81984,                 0.9117,                0.53459,                 1.4694,                0.64421,                0.86891,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.1179,                0.52376,                0.80052,                0.95167,                0.80761,                0.91553,                0.52767,                 1.4465,                0.61522,                 0.8674,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.0561,                0.52784,                0.79232,                0.87702,                0.83556,                0.86291,                 0.5316,                 1.3663,                0.63778,                0.86104,             0.00031373,             0.00031373,             0.00031373
                     85,                 1.0895,                0.52382,                0.80004,                0.92483,                0.83699,                 0.9117,                0.48363,                 1.6312,                0.66267,                0.88249,             0.00029723,             0.00029723,             0.00029723
                     86,                 1.1013,                0.52571,                0.79467,                0.92476,                0.84605,                0.91564,                0.55268,                 1.3645,                0.59556,                0.86247,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.0408,                0.50458,                0.79388,                 0.9789,                0.80366,                 0.9081,                0.50672,                 1.4921,                0.61281,                0.87287,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.0499,                0.48855,                0.78268,                0.97462,                0.80976,                0.92146,                0.53549,                 1.4705,                0.59665,                0.86523,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.0092,                0.49802,                0.79238,                0.96219,                0.84783,                0.92636,                0.57255,                 1.3806,                0.56711,                0.85757,             0.00023121,             0.00023121,             0.00023121
                     90,                 1.0337,                0.51417,                0.79624,                0.95882,                0.83007,                0.92113,                 0.5171,                 1.5296,                0.58648,                0.86864,             0.00021471,             0.00021471,             0.00021471
                     91,                0.97005,                0.48002,                0.79127,                0.97102,                0.83514,                 0.9213,                0.55498,                 1.3981,                0.56682,                0.86092,             0.00019821,             0.00019821,             0.00019821
                     92,                0.92266,                0.46513,                0.78609,                0.96282,                0.83835,                0.91952,                0.53071,                 1.4908,                0.61822,                0.86911,              0.0001817,              0.0001817,              0.0001817
                     93,                0.91348,                0.45713,                0.79498,                0.96116,                0.83536,                0.92079,                0.54201,                 1.4532,                0.62534,                0.86838,              0.0001652,              0.0001652,              0.0001652
                     94,                 0.8942,                0.43818,                0.79143,                0.95659,                0.83378,                0.92419,                0.53058,                 1.4698,                0.61037,                0.86703,              0.0001487,              0.0001487,              0.0001487
                     95,                0.95929,                0.43107,                0.79729,                0.92837,                0.84908,                0.92016,                 0.5269,                 1.4286,                0.60488,                  0.863,             0.00013219,             0.00013219,             0.00013219
                     96,                0.92514,                0.45107,                0.80517,                0.93608,                0.84227,                0.91798,                 0.5325,                 1.4751,                0.60359,                 0.8687,             0.00011569,             0.00011569,             0.00011569
                     97,                0.88741,                0.43602,                 0.7818,                0.94213,                 0.8451,                0.91858,                0.54192,                 1.4519,                0.58472,                0.86765,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.87185,                0.43442,                0.78638,                0.94402,                0.86025,                0.92494,                0.52789,                 1.5013,                0.59632,                0.87109,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.90374,                0.45221,                0.79222,                0.94279,                0.86777,                0.92601,                  0.538,                 1.4491,                0.58689,                0.86641,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.86951,                0.42232,                0.79979,                0.92784,                0.86777,                0.92656,                0.55716,                 1.3997,                0.57997,                0.86277,             4.9677e-05,             4.9677e-05,             4.9677e-05
